,Unnamed: 0,game_id,home_name,away_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,home_ERA,home_ER,home_R,home_SO,home_BB,home_SO/BB,home_WHIP,away_ERA,away_ER,away_R,away_SO,away_BB,away_SO/BB,away_WHIP,home_OBP,home_SLG,home_HR,home_R/G,home_BB_batting,home_SO_batting,home_IBB,away_home_OBP,away_home_SLG,away_home_HR,away_home_R/G,away_home_BB_batting,away_home_SO_batting,away_home_IBB,temp,condition,wind
711,697,746656,Cleveland Guardians,New York Yankees,Carlos Carrasco,Clarke Schmidt,0,0,5.64,65.0,68.0,89.0,33.0,2.7,1.399,2.85,27.0,31.0,93.0,30.0,3.1,1.184,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,49.0,Sunny,"17 mph, Out To CF"
712,697,746656,Cleveland Guardians,New York Yankees,Carlos Carrasco,Clarke Schmidt,0,0,5.64,65.0,68.0,89.0,33.0,2.7,1.399,2.85,27.0,31.0,93.0,30.0,3.1,1.184,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,49.0,Sunny,"17 mph, Out To CF"
713,698,746656,Cleveland Guardians,New York Yankees,Carlos Carrasco,Clarke Schmidt,3,2,5.64,65.0,68.0,89.0,33.0,2.7,1.399,2.85,27.0,31.0,93.0,30.0,3.1,1.184,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,49.0,Sunny,"17 mph, Out To CF"
714,698,746656,Cleveland Guardians,New York Yankees,Carlos Carrasco,Clarke Schmidt,3,2,5.64,65.0,68.0,89.0,33.0,2.7,1.399,2.85,27.0,31.0,93.0,30.0,3.1,1.184,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,49.0,Sunny,"17 mph, Out To CF"
715,699,746658,Cleveland Guardians,New York Yankees,Triston McKenzie,Cody Poteet,8,2,5.11,43.0,46.0,74.0,49.0,1.51,1.559,2.22,6.0,7.0,16.0,8.0,2.0,1.068,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,56.0,Clear,"5 mph, L To R"
716,700,746489,Detroit Tigers,Minnesota Twins,Kenta Maeda,Joe Ryan,11,5,6.09,76.0,80.0,96.0,31.0,3.1,1.38,3.6,54.0,59.0,147.0,23.0,6.39,0.985,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,57.0,Sunny,"17 mph, Out To LF"
717,701,746490,Detroit Tigers,Minnesota Twins,Matt Manning,Simeon Woods Richardson,4,1,4.88,15.0,15.0,23.0,12.0,1.92,1.554,4.17,62.0,63.0,117.0,48.0,2.44,1.294,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,64.0,Clear,"15 mph, Out To LF"
718,701,746490,Detroit Tigers,Minnesota Twins,Matt Manning,Simeon Woods Richardson,4,1,4.88,15.0,15.0,23.0,12.0,1.92,1.554,4.17,62.0,63.0,117.0,48.0,2.44,1.294,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,64.0,Clear,"15 mph, Out To LF"
719,702,745839,New York Mets,Kansas City Royals,Sean Manaea,Alec Marsh,11,7,3.47,70.0,75.0,184.0,63.0,2.92,1.084,4.53,65.0,70.0,123.0,39.0,3.15,1.256,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,51.0,Cloudy,"19 mph, Out To RF"
720,703,746811,Chicago White Sox,Cincinnati Reds,Garrett Crochet,Nick Lodolo,5,0,3.58,58.0,61.0,209.0,33.0,6.33,1.068,4.76,61.0,62.0,122.0,37.0,3.3,1.197,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,62.0,Sunny,"7 mph, In From LF"
721,704,744953,Toronto Blue Jays,Colorado Rockies,Yariel Rodríguez,Dakota Hudson,3,5,4.47,43.0,46.0,85.0,40.0,2.13,1.315,6.17,61.0,66.0,49.0,50.0,0.98,1.674,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,68.0,Roof Closed,"0 mph, None"
722,705,746405,Houston Astros,Texas Rangers,Ronel Blanco,Andrew Heaney,2,9,2.8,52.0,56.0,166.0,68.0,2.44,1.088,4.28,76.0,84.0,159.0,41.0,3.88,1.25,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,73.0,Roof Closed,"0 mph, None"
723,706,745594,Philadelphia Phillies,Pittsburgh Pirates,Spencer Turnbull,Marco Gonzales,3,4,2.65,16.0,17.0,58.0,20.0,2.9,1.049,4.54,17.0,17.0,23.0,11.0,2.09,1.604,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,60.0,Partly Cloudy,"21 mph, L To R"
724,707,747054,Baltimore Orioles,Milwaukee Brewers,Dean Kremer,DL Hall,11,5,4.1,59.0,72.0,123.0,51.0,2.41,1.242,5.02,24.0,26.0,44.0,21.0,2.1,1.605,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,66.0,Partly Cloudy,"14 mph, L To R"
725,708,745676,Oakland Athletics,Washington Nationals,Joe Boyle,MacKenzie Gore,3,1,6.42,34.0,35.0,56.0,40.0,1.4,1.72,3.9,72.0,93.0,181.0,65.0,2.78,1.419,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,53.0,Overcast,"15 mph, Varies"
726,709,746979,Boston Red Sox,Los Angeles Angels,Cooper Criswell,Griffin Canning,2,7,4.08,45.0,52.0,73.0,31.0,2.35,1.349,5.19,99.0,105.0,130.0,66.0,1.97,1.398,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,54.0,Cloudy,"7 mph, Out To RF"
727,710,745110,Tampa Bay Rays,San Francisco Giants,Ryan Pepiot,Logan Webb,11,2,3.6,52.0,58.0,142.0,48.0,2.96,1.154,3.47,79.0,83.0,172.0,50.0,3.44,1.231,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,72.0,Dome,"0 mph, None"
728,711,746082,Miami Marlins,Atlanta Braves,Max Meyer,Chris Sale,1,5,5.68,36.0,38.0,46.0,19.0,2.42,1.421,2.38,47.0,48.0,225.0,39.0,5.77,1.013,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,81.0,Sunny,"14 mph, In From LF"
729,712,747215,Arizona Diamondbacks,St. Louis Cardinals,Ryne Nelson,Kyle Gibson,2,4,4.24,71.0,73.0,126.0,34.0,3.71,1.254,4.24,80.0,91.0,151.0,68.0,2.22,1.35,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,87.0,Clear,"7 mph, In From RF"
730,713,746161,Los Angeles Dodgers,San Diego Padres,Gavin Stone,Matt Waldron,2,5,3.53,55.0,55.0,116.0,37.0,3.14,1.211,4.91,80.0,84.0,133.0,40.0,3.33,1.261,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,48.0,Rain,"2 mph, L To R"
731,714,745272,Seattle Mariners,Chicago Cubs,Emerson Hancock,Shota Imanaga,4,1,4.75,32.0,37.0,39.0,19.0,2.05,1.335,2.91,56.0,66.0,174.0,28.0,6.21,1.021,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,57.0,Clear,"1 mph, Calm"
732,715,746975,Boston Red Sox,Los Angeles Angels,Brayan Bello,Tyler Anderson,4,5,4.49,81.0,84.0,153.0,64.0,2.39,1.361,3.81,76.0,83.0,142.0,73.0,1.95,1.288,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,59.0,Sunny,"6 mph, Out To RF"
733,716,745595,Philadelphia Phillies,Pittsburgh Pirates,Zack Wheeler,Mitch Keller,9,2,2.57,57.0,62.0,224.0,52.0,4.31,0.955,4.25,84.0,90.0,166.0,50.0,3.32,1.303,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,71.0,Sunny,"15 mph, Out To RF"
734,717,747056,Baltimore Orioles,Milwaukee Brewers,Corbin Burnes,Colin Rea,4,6,2.92,63.0,76.0,181.0,48.0,3.77,1.096,4.29,80.0,83.0,135.0,43.0,3.14,1.264,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,81.0,Sunny,"15 mph, Out To CF"
735,718,744952,Toronto Blue Jays,Colorado Rockies,José Berríos,Kyle Freeland,0,5,3.6,77.0,79.0,153.0,54.0,2.83,1.154,5.24,66.0,73.0,85.0,26.0,3.27,1.412,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,68.0,Roof Closed,"0 mph, None"
736,719,745841,New York Mets,Kansas City Royals,José Buttó,Cole Ragans,1,2,2.55,21.0,21.0,79.0,38.0,2.08,1.068,3.14,65.0,71.0,223.0,67.0,3.33,1.143,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,67.0,Sunny,"14 mph, Out To CF"
737,720,745113,Tampa Bay Rays,San Francisco Giants,Shawn Armstrong,Blake Snell,4,9,4.86,36.0,38.0,66.0,25.0,2.64,1.53,3.12,36.0,38.0,145.0,44.0,3.3,1.048,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,72.0,Dome,"0 mph, None"
738,721,746492,Detroit Tigers,Minnesota Twins,Jack Flaherty,Bailey Ober,3,4,3.17,57.0,61.0,194.0,38.0,5.11,1.068,3.98,79.0,81.0,191.0,43.0,4.44,1.002,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,78.0,Sunny,"15 mph, Out To LF"
739,722,746079,Miami Marlins,Atlanta Braves,Jesús Luzardo,Charlie Morton,9,7,5.0,37.0,37.0,58.0,22.0,2.64,1.245,4.19,77.0,85.0,167.0,65.0,2.57,1.325,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,80.0,Partly Cloudy,"13 mph, In From LF"
740,723,746648,Cleveland Guardians,New York Yankees,Logan Allen,Nestor Cortes,7,8,5.73,62.0,63.0,79.0,41.0,1.93,1.582,3.77,73.0,74.0,162.0,39.0,4.15,1.153,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,71.0,Sunny,"13 mph, L To R"
741,724,746404,Houston Astros,Texas Rangers,Cristian Javier,Nathan Eovaldi,5,8,3.89,15.0,16.0,27.0,19.0,1.42,1.413,3.8,72.0,74.0,166.0,42.0,3.95,1.107,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,73.0,Roof Closed,"0 mph, None"
742,725,746810,Chicago White Sox,Cincinnati Reds,Michael Soroka,Graham Ashcraft,11,4,4.74,42.0,49.0,84.0,44.0,1.91,1.381,5.24,45.0,50.0,57.0,27.0,2.11,1.5,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,78.0,Partly Cloudy,"5 mph, Out To RF"
743,726,745681,Oakland Athletics,Washington Nationals,Alex Wood,Trevor Williams,6,7,5.26,23.0,27.0,33.0,19.0,1.74,1.78,2.03,15.0,17.0,59.0,18.0,3.28,1.035,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,57.0,Cloudy,"6 mph, Out To RF"
744,727,745271,Seattle Mariners,Chicago Cubs,Luis Castillo,Javier Assad,3,2,3.64,71.0,73.0,175.0,47.0,3.72,1.169,3.73,61.0,64.0,124.0,63.0,1.97,1.401,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,54.0,Sunny,"6 mph, L To R"
745,728,747216,Arizona Diamondbacks,St. Louis Cardinals,Zac Gallen,Miles Mikolas,0,5,3.65,60.0,62.0,156.0,54.0,2.89,1.264,5.35,102.0,106.0,122.0,25.0,4.88,1.276,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,78.0,Roof Closed,"0 mph, None"
746,729,746164,Los Angeles Dodgers,San Diego Padres,James Paxton,Yu Darvish,6,3,4.4,49.0,53.0,73.0,50.0,1.46,1.445,3.31,30.0,32.0,78.0,22.0,3.55,1.065,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,55.0,Overcast,"4 mph, L To R"
747,730,746974,Boston Red Sox,Cleveland Guardians,Kutter Crawford,Xzavion Curry,6,0,4.36,89.0,97.0,175.0,51.0,3.43,1.122,4.64,22.0,23.0,28.0,7.0,4.0,1.055,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,60.0,Partly Cloudy,"3 mph, Out To RF"
748,731,747053,Baltimore Orioles,Minnesota Twins,Cole Irvin,Louis Varland,4,7,5.11,63.0,71.0,78.0,29.0,2.69,1.45,7.61,42.0,44.0,49.0,16.0,3.06,1.691,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,80.0,Partly Cloudy,"8 mph, Out To RF"
749,732,746488,Detroit Tigers,Texas Rangers,Reese Olson,Michael Lorenzen,1,0,3.53,44.0,51.0,101.0,33.0,3.06,1.184,3.31,48.0,49.0,97.0,60.0,1.62,1.235,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,64.0,Clear,"0 mph, Calm"
750,733,745597,Philadelphia Phillies,Colorado Rockies,Aaron Nola,Cal Quantrill,1,2,3.57,79.0,84.0,197.0,50.0,3.94,1.199,4.98,82.0,83.0,110.0,69.0,1.59,1.517,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,77.0,Partly Cloudy,"11 mph, Out To CF"
751,734,746080,Miami Marlins,San Francisco Giants,Edward Cabrera,Kyle Harrison,4,3,4.95,53.0,60.0,107.0,50.0,2.14,1.37,4.56,63.0,65.0,118.0,42.0,2.81,1.343,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,76.0,Partly Cloudy,"10 mph, L To R"
752,735,745106,Tampa Bay Rays,Los Angeles Angels,Zach Eflin,Patrick Sandoval,7,3,3.59,66.0,71.0,134.0,24.0,5.58,1.149,5.08,45.0,49.0,81.0,35.0,2.31,1.506,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,72.0,Dome,"0 mph, None"
753,736,744951,Toronto Blue Jays,New York Yankees,Chris Bassitt,Luis Gil,1,3,4.16,79.0,91.0,168.0,70.0,2.4,1.462,3.5,59.0,60.0,171.0,77.0,2.22,1.193,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,68.0,Roof Closed,"0 mph, None"
754,737,745840,New York Mets,Pittsburgh Pirates,Adrian Houser,Martín Pérez,3,6,5.84,45.0,48.0,45.0,32.0,1.41,1.529,4.53,68.0,71.0,107.0,49.0,2.18,1.481,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,72.0,Partly Cloudy,"5 mph, Out To RF"
755,738,746813,Chicago White Sox,Kansas City Royals,Nick Nastrini,Seth Lugo,2,0,7.07,28.0,33.0,26.0,36.0,0.72,1.907,3.0,69.0,75.0,181.0,48.0,3.77,1.089,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,65.0,Clear,"9 mph, In From LF"
756,739,746002,Milwaukee Brewers,San Diego Padres,Joe Ross,Joe Musgrove,7,3,3.77,31.0,35.0,66.0,29.0,2.28,1.365,3.88,43.0,44.0,101.0,23.0,4.39,1.174,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,71.0,Roof Closed,"0 mph, None"
757,740,746406,Houston Astros,Atlanta Braves,Spencer Arrighetti,Darius Vines,6,1,4.53,73.0,80.0,171.0,65.0,2.63,1.407,8.56,13.0,14.0,9.0,4.0,2.25,1.829,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,73.0,Roof Closed,"0 mph, None"
758,741,747213,Arizona Diamondbacks,Chicago Cubs,Merrill Kelly,Ben Brown,3,2,4.03,33.0,35.0,63.0,19.0,3.32,1.167,3.58,22.0,22.0,64.0,19.0,3.37,1.084,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,75.0,Clear,"4 mph, Out To RF"
759,742,745677,Oakland Athletics,St. Louis Cardinals,Ross Stripling,Sonny Gray,3,1,6.01,57.0,65.0,49.0,22.0,2.23,1.535,3.84,71.0,79.0,203.0,39.0,5.21,1.088,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,61.0,Partly Cloudy,"12 mph, Out To RF"
760,743,745268,Seattle Mariners,Cincinnati Reds,George Kirby,Frankie Montas,3,9,3.53,75.0,82.0,179.0,23.0,7.78,1.068,4.84,81.0,89.0,148.0,66.0,2.24,1.367,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,50.0,Roof Closed,"0 mph, Calm"
761,744,746158,Los Angeles Dodgers,Washington Nationals,Tyler Glasnow,Mitchell Parker,6,4,3.49,52.0,53.0,168.0,35.0,4.8,0.948,4.29,72.0,82.0,133.0,43.0,3.09,1.305,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,62.0,Clear,"6 mph, Out To RF"
762,745,746486,Detroit Tigers,Texas Rangers,Casey Mize,Jon Gray,2,4,4.49,51.0,57.0,78.0,29.0,2.69,1.466,4.47,51.0,54.0,86.0,28.0,3.07,1.315,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,64.0,Sunny,"11 mph, Out To LF"
763,746,747051,Baltimore Orioles,Minnesota Twins,Grayson Rodriguez,Chris Paddack,3,11,3.86,50.0,52.0,130.0,36.0,3.61,1.243,4.99,49.0,50.0,79.0,21.0,3.76,1.392,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,71.0,Clear,"7 mph, Out To LF"
764,747,745593,Philadelphia Phillies,Colorado Rockies,Ranger Suárez,Austin Gomber,0,5,3.46,58.0,63.0,145.0,41.0,3.54,1.201,4.75,87.0,89.0,116.0,38.0,3.05,1.309,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,72.0,Clear,"12 mph, In From LF"
765,748,746081,Miami Marlins,San Francisco Giants,Ryan Weathers,Jordan Hicks,3,6,3.63,35.0,39.0,80.0,24.0,3.33,1.177,4.1,50.0,54.0,96.0,47.0,2.04,1.45,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,78.0,Partly Cloudy,"12 mph, In From LF"
766,749,745108,Tampa Bay Rays,Los Angeles Angels,Aaron Civale,José Soriano,6,7,4.36,78.0,82.0,149.0,52.0,2.87,1.304,3.42,43.0,50.0,97.0,45.0,2.16,1.204,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,72.0,Dome,"0 mph, None"
767,750,744944,Toronto Blue Jays,New York Yankees,Yusei Kikuchi,Carlos Rodón,4,5,4.05,79.0,85.0,206.0,44.0,4.68,1.201,3.96,77.0,81.0,195.0,57.0,3.42,1.223,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,68.0,Roof Closed,"0 mph, None"
768,751,746976,Boston Red Sox,Cleveland Guardians,Garrett Whitlock,Tanner Bibee,10,7,1.96,4.0,4.0,17.0,7.0,2.43,1.145,3.47,67.0,70.0,187.0,44.0,4.25,1.117,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,64.0,Partly Cloudy,"5 mph, In From LF"
769,752,745837,New York Mets,Pittsburgh Pirates,Jose Quintana,Jared Jones,1,3,3.75,71.0,73.0,135.0,63.0,2.14,1.25,4.14,56.0,60.0,132.0,39.0,3.38,1.192,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,67.0,Clear,"5 mph, L To R"
770,753,746004,Milwaukee Brewers,San Diego Padres,Wade Miley,Dylan Cease,6,3,6.43,5.0,5.0,2.0,4.0,0.5,1.429,3.47,73.0,80.0,224.0,65.0,3.45,1.067,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,56.0,Roof Closed,"0 mph, None"
771,754,746400,Houston Astros,Atlanta Braves,Hunter Brown,Reynaldo López,6,2,3.49,66.0,71.0,179.0,60.0,2.98,1.271,1.99,30.0,32.0,148.0,42.0,3.52,1.106,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,73.0,Roof Closed,"0 mph, None"
772,755,747214,Arizona Diamondbacks,Chicago Cubs,Tommy Henry,Kyle Hendricks,11,12,7.04,30.0,31.0,30.0,18.0,1.67,1.748,5.92,86.0,88.0,87.0,43.0,2.02,1.454,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,83.0,Clear,"5 mph, Out To RF"
773,756,745270,Seattle Mariners,Cincinnati Reds,Logan Gilbert,Hunter Greene,1,3,3.23,75.0,83.0,220.0,37.0,5.95,0.887,2.75,46.0,47.0,169.0,57.0,2.96,1.018,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,51.0,Clear,"7 mph, Out To CF"
774,757,745674,Oakland Athletics,St. Louis Cardinals,JP Sears,Lance Lynn,3,2,4.38,88.0,93.0,137.0,49.0,2.8,1.223,3.84,50.0,64.0,109.0,44.0,2.48,1.338,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,68.0,Partly Cloudy,"11 mph, Out To RF"
775,758,746157,Los Angeles Dodgers,Washington Nationals,Kyle Hurt,Patrick Corbin,2,6,1.35,1.0,2.0,3.0,1.0,3.0,1.35,5.62,109.0,114.0,139.0,54.0,2.57,1.5,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,68.0,Clear,"3 mph, Out To CF"
776,759,746809,Chicago White Sox,Kansas City Royals,Jonathan Cannon,Brady Singer,0,0,4.49,62.0,65.0,91.0,40.0,2.28,1.327,3.71,74.0,77.0,170.0,54.0,3.15,1.275,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,61.0,Cloudy,"21 mph, R To L"
777,759,746809,Chicago White Sox,Kansas City Royals,Jonathan Cannon,Brady Singer,0,0,4.49,62.0,65.0,91.0,40.0,2.28,1.327,3.71,74.0,77.0,170.0,54.0,3.15,1.275,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,61.0,Cloudy,"21 mph, R To L"
778,760,746076,Miami Marlins,San Francisco Giants,Trevor Rogers,Keaton Winn,3,1,4.92,68.0,74.0,97.0,56.0,1.73,1.576,7.16,44.0,44.0,48.0,20.0,2.4,1.373,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,72.0,Roof Closed,"0 mph, None"
779,761,747049,Baltimore Orioles,Minnesota Twins,Albert Suárez,Pablo López,2,4,3.7,55.0,56.0,108.0,43.0,2.51,1.294,4.08,84.0,90.0,198.0,41.0,4.83,1.192,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,68.0,Cloudy,"6 mph, Out To LF"
780,762,745836,New York Mets,Pittsburgh Pirates,Luis Severino,Bailey Falter,1,9,3.91,79.0,86.0,161.0,60.0,2.68,1.242,4.43,70.0,72.0,97.0,45.0,2.16,1.286,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,60.0,Cloudy,"10 mph, R To L"
781,763,746487,Detroit Tigers,Texas Rangers,Tarik Skubal,Dane Dunning,5,4,2.39,51.0,54.0,228.0,35.0,6.51,0.922,5.31,56.0,60.0,91.0,40.0,2.28,1.442,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,69.0,Cloudy,"13 mph, In From RF"
782,764,746005,Milwaukee Brewers,San Diego Padres,Bryse Wilson,Michael King,0,1,4.04,47.0,49.0,82.0,31.0,2.65,1.271,2.95,57.0,71.0,201.0,63.0,3.19,1.192,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,66.0,Roof Closed,"0 mph, None"
783,765,746401,Houston Astros,Atlanta Braves,J.P. France,Max Fried,5,4,7.46,21.0,21.0,22.0,12.0,1.83,1.697,3.25,63.0,71.0,166.0,57.0,2.91,1.164,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,73.0,Roof Closed,"0 mph, None"
784,766,746807,Chicago White Sox,Kansas City Royals,Jonathan Cannon,Brady Singer,4,2,4.49,62.0,65.0,91.0,40.0,2.28,1.327,3.71,74.0,77.0,170.0,54.0,3.15,1.275,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,62.0,Cloudy,"20 mph, R To L"
785,767,746809,Chicago White Sox,Kansas City Royals,Erick Fedde,Michael Wacha,1,2,3.3,65.0,66.0,154.0,52.0,2.96,1.162,3.35,62.0,65.0,145.0,45.0,3.22,1.194,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,61.0,Cloudy,"21 mph, R To L"
